Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.000000e-09
Record Length,1250
Zero Index,624.425156
Vertical Units,V

TIME,CH3
-4.995401e-06,-7.281250e-01
-4.987401e-06,-7.162500e-01
-4.979401e-06,-7.500000e-01
-4.971401e-06,-7.281250e-01
-4.963401e-06,-7.475000e-01
-4.955401e-06,-7.234375e-01
-4.947401e-06,-7.425000e-01
-4.939401e-06,-7.243750e-01
-4.931401e-06,-7.468750e-01
-4.923401e-06,-7.425000e-01
-4.915401e-06,-7.518750e-01
-4.907401e-06,-7.375000e-01
-4.899401e-06,-7.606250e-01
-4.891401e-06,-7.284375e-01
-4.883401e-06,-7.525000e-01
-4.875401e-06,-7.175000e-01
-4.867401e-06,-7.371875e-01
-4.859401e-06,-7.256250e-01
-4.851401e-06,-7.556250e-01
-4.843401e-06,-7.387500e-01
-4.835401e-06,-7.606250e-01
-4.827401e-06,-7.325000e-01
-4.819401e-06,-7.471875e-01
-4.811401e-06,-7.231250e-01
-4.803401e-06,-7.375000e-01
-4.795401e-06,-7.375000e-01
-4.787401e-06,-7.450000e-01
-4.779401e-06,-7.412500e-01
-4.771401e-06,-7.612500e-01
-4.763401e-06,-7.203125e-01
-4.755401e-06,-7.390625e-01
-4.747401e-06,-7.246875e-01
-4.739401e-06,-7.418750e-01
-4.731401e-06,-7.178125e-01
-4.723401e-06,-7.465625e-01
-4.715401e-06,-7.312500e-01
-4.707401e-06,-7.456250e-01
-4.699401e-06,-7.206250e-01
-4.691401e-06,-7.428125e-01
-4.683401e-06,-7.100000e-01
-4.675401e-06,-7.368750e-01
-4.667401e-06,-7.425000e-01
-4.659401e-06,-7.518750e-01
-4.651401e-06,-7.321875e-01
-4.643401e-06,-7.443750e-01
-4.635401e-06,-7.209375e-01
-4.627401e-06,-7.334375e-01
-4.619401e-06,-7.178125e-01
-4.611401e-06,-7.512500e-01
-4.603401e-06,-7.309375e-01
-4.595401e-06,-7.359375e-01
-4.587401e-06,-7.325000e-01
-4.579401e-06,-7.453125e-01
-4.571401e-06,-7.243750e-01
-4.563401e-06,-7.368750e-01
-4.555401e-06,-7.175000e-01
-4.547401e-06,-7.581250e-01
-4.539401e-06,-7.456250e-01
-4.531401e-06,-7.440625e-01
-4.523401e-06,-7.375000e-01
-4.515401e-06,-7.534375e-01
-4.507401e-06,-7.306250e-01
-4.499401e-06,-7.362500e-01
-4.491401e-06,-7.268750e-01
-4.483401e-06,-7.453125e-01
-4.475401e-06,-7.400000e-01
-4.467401e-06,-7.553125e-01
-4.459401e-06,-7.262500e-01
-4.451401e-06,-7.471875e-01
-4.443401e-06,-7.165625e-01
-4.435401e-06,-7.440625e-01
-4.427401e-06,-7.140625e-01
-4.419401e-06,-7.437500e-01
-4.411401e-06,-7.415625e-01
-4.403401e-06,-7.428125e-01
-4.395401e-06,-7.203125e-01
-4.387401e-06,-7.600000e-01
-4.379401e-06,-7.246875e-01
-4.371401e-06,-7.443750e-01
-4.363401e-06,-7.300000e-01
-4.355401e-06,-7.318750e-01
-4.347401e-06,-7.218750e-01
-4.339401e-06,-7.437500e-01
-4.331401e-06,-7.218750e-01
-4.323401e-06,-7.575000e-01
-4.315401e-06,-7.296875e-01
-4.307401e-06,-7.375000e-01
-4.299401e-06,-7.287500e-01
-4.291401e-06,-7.428125e-01
-4.283401e-06,-7.353125e-01
-4.275401e-06,-7.481250e-01
-4.267401e-06,-7.331250e-01
-4.259401e-06,-7.587500e-01
-4.251401e-06,-7.281250e-01
-4.243401e-06,-7.362500e-01
-4.235401e-06,-7.171875e-01
-4.227401e-06,-7.346875e-01
-4.219401e-06,-7.331250e-01
-4.211401e-06,-7.562500e-01
-4.203401e-06,-7.300000e-01
-4.195401e-06,-7.515625e-01
-4.187401e-06,-7.318750e-01
-4.179401e-06,-7.481250e-01
-4.171401e-06,-7.171875e-01
-4.163401e-06,-7.475000e-01
-4.155401e-06,-7.334375e-01
-4.147401e-06,-7.537500e-01
-4.139401e-06,-7.503125e-01
-4.131401e-06,-7.556250e-01
-4.123401e-06,-7.187500e-01
-4.115401e-06,-7.393750e-01
-4.107401e-06,-7.268750e-01
-4.099401e-06,-7.509375e-01
-4.091401e-06,-7.184375e-01
-4.083401e-06,-7.550000e-01
-4.075401e-06,-7.356250e-01
-4.067401e-06,-7.465625e-01
-4.059401e-06,-7.334375e-01
-4.051401e-06,-7.337500e-01
-4.043401e-06,-7.321875e-01
-4.035401e-06,-7.440625e-01
-4.027401e-06,-7.378125e-01
-4.019401e-06,-7.421875e-01
-4.011401e-06,-7.237500e-01
-4.003401e-06,-7.325000e-01
-3.995401e-06,-7.115625e-01
-3.987401e-06,-7.318750e-01
-3.979401e-06,-7.290625e-01
-3.971401e-06,-7.406250e-01
-3.963401e-06,-7.378125e-01
-3.955401e-06,-7.443750e-01
-3.947401e-06,-7.331250e-01
-3.939401e-06,-7.484375e-01
-3.931401e-06,-7.290625e-01
-3.923401e-06,-7.387500e-01
-3.915401e-06,-7.162500e-01
-3.907401e-06,-7.481250e-01
-3.899401e-06,-7.268750e-01
-3.891401e-06,-7.321875e-01
-3.883401e-06,-7.375000e-01
-3.875401e-06,-7.384375e-01
-3.867401e-06,-7.368750e-01
-3.859401e-06,-7.409375e-01
