Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.000000e-09
Record Length,1250
Zero Index,624.415156
Vertical Units,V

TIME,CH3
-4.995321e-06,-7.550000e-01
-4.987321e-06,-7.362500e-01
-4.979321e-06,-7.459375e-01
-4.971321e-06,-7.325000e-01
-4.963321e-06,-7.496875e-01
-4.955321e-06,-7.243750e-01
-4.947321e-06,-7.625000e-01
-4.939321e-06,-7.506250e-01
-4.931321e-06,-7.590625e-01
-4.923321e-06,-7.368750e-01
-4.915321e-06,-7.534375e-01
-4.907321e-06,-7.387500e-01
-4.899321e-06,-7.481250e-01
-4.891321e-06,-7.321875e-01
-4.883321e-06,-7.568750e-01
-4.875321e-06,-7.287500e-01
-4.867321e-06,-7.575000e-01
-4.859321e-06,-7.353125e-01
-4.851321e-06,-7.456250e-01
-4.843321e-06,-7.184375e-01
-4.835321e-06,-7.468750e-01
-4.827321e-06,-7.237500e-01
-4.819321e-06,-7.468750e-01
-4.811321e-06,-7.268750e-01
-4.803321e-06,-7.437500e-01
-4.795321e-06,-7.337500e-01
-4.787321e-06,-7.446875e-01
-4.779321e-06,-7.265625e-01
-4.771321e-06,-7.518750e-01
-4.763321e-06,-7.243750e-01
-4.755321e-06,-7.453125e-01
-4.747321e-06,-7.343750e-01
-4.739321e-06,-7.675000e-01
-4.731321e-06,-7.253125e-01
-4.723321e-06,-7.584375e-01
-4.715321e-06,-7.250000e-01
-4.707321e-06,-7.381250e-01
-4.699321e-06,-7.303125e-01
-4.691321e-06,-7.378125e-01
-4.683321e-06,-7.387500e-01
-4.675321e-06,-7.371875e-01
-4.667321e-06,-7.306250e-01
-4.659321e-06,-7.556250e-01
-4.651321e-06,-7.221875e-01
-4.643321e-06,-7.381250e-01
-4.635321e-06,-7.228125e-01
-4.627321e-06,-7.484375e-01
-4.619321e-06,-7.328125e-01
-4.611321e-06,-7.615625e-01
-4.603321e-06,-7.440625e-01
-4.595321e-06,-7.565625e-01
-4.587321e-06,-7.293750e-01
-4.579321e-06,-7.468750e-01
-4.571321e-06,-7.150000e-01
-4.563321e-06,-7.518750e-01
-4.555321e-06,-7.378125e-01
-4.547321e-06,-7.568750e-01
-4.539321e-06,-7.356250e-01
-4.531321e-06,-7.515625e-01
-4.523321e-06,-7.153125e-01
-4.515321e-06,-7.356250e-01
-4.507321e-06,-7.300000e-01
-4.499321e-06,-7.484375e-01
-4.491321e-06,-7.312500e-01
-4.483321e-06,-7.581250e-01
-4.475321e-06,-7.246875e-01
-4.467321e-06,-7.512500e-01
-4.459321e-06,-7.356250e-01
-4.451321e-06,-7.506250e-01
-4.443321e-06,-7.325000e-01
-4.435321e-06,-7.562500e-01
-4.427321e-06,-7.356250e-01
-4.419321e-06,-7.500000e-01
-4.411321e-06,-7.290625e-01
-4.403321e-06,-7.565625e-01
-4.395321e-06,-7.303125e-01
-4.387321e-06,-7.556250e-01
-4.379321e-06,-7.278125e-01
-4.371321e-06,-7.590625e-01
-4.363321e-06,-7.284375e-01
-4.355321e-06,-7.325000e-01
-4.347321e-06,-7.418750e-01
-4.339321e-06,-7.521875e-01
-4.331321e-06,-7.306250e-01
-4.323321e-06,-7.512500e-01
-4.315321e-06,-7.150000e-01
-4.307321e-06,-7.606250e-01
-4.299321e-06,-7.512500e-01
-4.291321e-06,-7.515625e-01
-4.283321e-06,-7.421875e-01
-4.275321e-06,-7.568750e-01
-4.267321e-06,-7.271875e-01
-4.259321e-06,-7.537500e-01
-4.251321e-06,-7.300000e-01
-4.243321e-06,-7.537500e-01
-4.235321e-06,-7.334375e-01
-4.227321e-06,-7.643750e-01
-4.219321e-06,-7.365625e-01
-4.211321e-06,-7.562500e-01
-4.203321e-06,-7.225000e-01
-4.195321e-06,-7.503125e-01
-4.187321e-06,-7.312500e-01
-4.179321e-06,-7.471875e-01
-4.171321e-06,-7.446875e-01
-4.163321e-06,-7.593750e-01
-4.155321e-06,-7.450000e-01
-4.147321e-06,-7.506250e-01
-4.139321e-06,-7.187500e-01
-4.131321e-06,-7.484375e-01
-4.123321e-06,-7.303125e-01
-4.115321e-06,-7.540625e-01
-4.107321e-06,-7.453125e-01
-4.099321e-06,-7.503125e-01
-4.091321e-06,-7.318750e-01
-4.083321e-06,-7.493750e-01
-4.075321e-06,-7.359375e-01
-4.067321e-06,-7.337500e-01
-4.059321e-06,-7.162500e-01
-4.051321e-06,-7.450000e-01
-4.043321e-06,-7.443750e-01
-4.035321e-06,-7.440625e-01
-4.027321e-06,-7.418750e-01
-4.019321e-06,-7.446875e-01
-4.011321e-06,-7.265625e-01
-4.003321e-06,-7.531250e-01
-3.995321e-06,-7.325000e-01
-3.987321e-06,-7.353125e-01
-3.979321e-06,-7.262500e-01
-3.971321e-06,-7.453125e-01
-3.963321e-06,-7.234375e-01
-3.955321e-06,-7.506250e-01
-3.947321e-06,-7.328125e-01
-3.939321e-06,-7.568750e-01
-3.931321e-06,-7.262500e-01
-3.923321e-06,-7.437500e-01
-3.915321e-06,-7.318750e-01
-3.907321e-06,-7.459375e-01
-3.899321e-06,-7.393750e-01
-3.891321e-06,-7.534375e-01
-3.883321e-06,-7.337500e-01
-3.875321e-06,-7.481250e-01
-3.867321e-06,-7.296875e-01
-3.859321e-06,-7.559375e-01
