Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.000000e-09
Record Length,1250
Zero Index,624.875000
Vertical Units,V

TIME,CH3
-4.999000e-06,-7.568750e-01
-4.991000e-06,-7.215625e-01
-4.983000e-06,-7.465625e-01
-4.975000e-06,-7.468750e-01
-4.967000e-06,-7.587500e-01
-4.959000e-06,-7.253125e-01
-4.951000e-06,-7.621875e-01
-4.943000e-06,-7.346875e-01
-4.935000e-06,-7.453125e-01
-4.927000e-06,-7.350000e-01
-4.919000e-06,-7.425000e-01
-4.911000e-06,-7.471875e-01
-4.903000e-06,-7.440625e-01
-4.895000e-06,-7.343750e-01
-4.887000e-06,-7.537500e-01
-4.879000e-06,-7.284375e-01
-4.871000e-06,-7.521875e-01
-4.863000e-06,-7.343750e-01
-4.855000e-06,-7.271875e-01
-4.847000e-06,-7.350000e-01
-4.839000e-06,-7.668750e-01
-4.831000e-06,-7.293750e-01
-4.823000e-06,-7.518750e-01
-4.815000e-06,-7.350000e-01
-4.807000e-06,-7.550000e-01
-4.799000e-06,-7.181250e-01
-4.791000e-06,-7.525000e-01
-4.783000e-06,-7.371875e-01
-4.775000e-06,-7.403125e-01
-4.767000e-06,-7.406250e-01
-4.759000e-06,-7.568750e-01
-4.751000e-06,-7.306250e-01
-4.743000e-06,-7.443750e-01
-4.735000e-06,-7.325000e-01
-4.727000e-06,-7.471875e-01
-4.719000e-06,-7.328125e-01
-4.711000e-06,-7.556250e-01
-4.703000e-06,-7.375000e-01
-4.695000e-06,-7.490625e-01
-4.687000e-06,-7.381250e-01
-4.679000e-06,-7.468750e-01
-4.671000e-06,-7.240625e-01
-4.663000e-06,-7.512500e-01
-4.655000e-06,-7.443750e-01
-4.647000e-06,-7.478125e-01
-4.639000e-06,-7.475000e-01
-4.631000e-06,-7.512500e-01
-4.623000e-06,-7.315625e-01
-4.615000e-06,-7.465625e-01
-4.607000e-06,-7.315625e-01
-4.599000e-06,-7.437500e-01
-4.591000e-06,-7.337500e-01
-4.583000e-06,-7.512500e-01
-4.575000e-06,-7.340625e-01
-4.567000e-06,-7.621875e-01
-4.559000e-06,-7.431250e-01
-4.551000e-06,-7.462500e-01
-4.543000e-06,-7.225000e-01
-4.535000e-06,-7.384375e-01
-4.527000e-06,-7.362500e-01
-4.519000e-06,-7.540625e-01
-4.511000e-06,-7.375000e-01
-4.503000e-06,-7.534375e-01
-4.495000e-06,-7.318750e-01
-4.487000e-06,-7.500000e-01
-4.479000e-06,-7.240625e-01
-4.471000e-06,-7.446875e-01
-4.463000e-06,-7.309375e-01
-4.455000e-06,-7.518750e-01
-4.447000e-06,-7.309375e-01
-4.439000e-06,-7.500000e-01
-4.431000e-06,-7.290625e-01
-4.423000e-06,-7.475000e-01
-4.415000e-06,-7.121875e-01
-4.407000e-06,-7.609375e-01
-4.399000e-06,-7.415625e-01
-4.391000e-06,-7.484375e-01
-4.383000e-06,-7.478125e-01
-4.375000e-06,-7.478125e-01
-4.367000e-06,-7.221875e-01
-4.359000e-06,-7.371875e-01
-4.351000e-06,-7.290625e-01
-4.343000e-06,-7.487500e-01
-4.335000e-06,-7.375000e-01
-4.327000e-06,-7.562500e-01
-4.319000e-06,-7.318750e-01
-4.311000e-06,-7.512500e-01
-4.303000e-06,-7.368750e-01
-4.295000e-06,-7.556250e-01
-4.287000e-06,-7.290625e-01
-4.279000e-06,-7.521875e-01
-4.271000e-06,-7.496875e-01
-4.263000e-06,-7.456250e-01
-4.255000e-06,-7.371875e-01
-4.247000e-06,-7.484375e-01
-4.239000e-06,-7.306250e-01
-4.231000e-06,-7.381250e-01
-4.223000e-06,-7.325000e-01
-4.215000e-06,-7.359375e-01
-4.207000e-06,-7.293750e-01
-4.199000e-06,-7.587500e-01
-4.191000e-06,-7.459375e-01
-4.183000e-06,-7.596875e-01
-4.175000e-06,-7.456250e-01
-4.167000e-06,-7.543750e-01
-4.159000e-06,-7.228125e-01
-4.151000e-06,-7.575000e-01
-4.143000e-06,-7.512500e-01
-4.135000e-06,-7.487500e-01
-4.127000e-06,-7.431250e-01
-4.119000e-06,-7.668750e-01
-4.111000e-06,-7.309375e-01
-4.103000e-06,-7.459375e-01
-4.095000e-06,-7.271875e-01
-4.087000e-06,-7.475000e-01
-4.079000e-06,-7.353125e-01
-4.071000e-06,-7.506250e-01
-4.063000e-06,-7.309375e-01
-4.055000e-06,-7.553125e-01
-4.047000e-06,-7.334375e-01
-4.039000e-06,-7.556250e-01
-4.031000e-06,-7.246875e-01
-4.023000e-06,-7.462500e-01
-4.015000e-06,-7.487500e-01
-4.007000e-06,-7.478125e-01
-3.999000e-06,-7.375000e-01
-3.991000e-06,-7.553125e-01
-3.983000e-06,-7.318750e-01
-3.975000e-06,-7.531250e-01
-3.967000e-06,-7.312500e-01
-3.959000e-06,-7.478125e-01
-3.951000e-06,-7.509375e-01
-3.943000e-06,-7.381250e-01
-3.935000e-06,-7.250000e-01
-3.927000e-06,-7.528125e-01
-3.919000e-06,-7.343750e-01
-3.911000e-06,-7.465625e-01
-3.903000e-06,-7.306250e-01
-3.895000e-06,-7.537500e-01
-3.887000e-06,-7.446875e-01
-3.879000e-06,-7.546875e-01
-3.871000e-06,-7.471875e-01
-3.863000e-06,-7.628125e-01
