Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.000000e-09
Record Length,1250
Zero Index,624.515156
Vertical Units,V

TIME,CH3
-4.996121e-06,-7.431250e-01
-4.988121e-06,-7.306250e-01
-4.980121e-06,-7.381250e-01
-4.972121e-06,-7.246875e-01
-4.964121e-06,-7.503125e-01
-4.956121e-06,-7.350000e-01
-4.948121e-06,-7.446875e-01
-4.940121e-06,-7.278125e-01
-4.932121e-06,-7.375000e-01
-4.924121e-06,-7.212500e-01
-4.916121e-06,-7.431250e-01
-4.908121e-06,-7.312500e-01
-4.900121e-06,-7.459375e-01
-4.892121e-06,-7.406250e-01
-4.884121e-06,-7.543750e-01
-4.876121e-06,-7.206250e-01
-4.868121e-06,-7.556250e-01
-4.860121e-06,-7.321875e-01
-4.852121e-06,-7.434375e-01
-4.844121e-06,-7.428125e-01
-4.836121e-06,-7.625000e-01
-4.828121e-06,-7.268750e-01
-4.820121e-06,-7.587500e-01
-4.812121e-06,-7.259375e-01
-4.804121e-06,-7.484375e-01
-4.796121e-06,-7.256250e-01
-4.788121e-06,-7.612500e-01
-4.780121e-06,-7.540625e-01
-4.772121e-06,-7.525000e-01
-4.764121e-06,-7.387500e-01
-4.756121e-06,-7.503125e-01
-4.748121e-06,-7.318750e-01
-4.740121e-06,-7.368750e-01
-4.732121e-06,-7.353125e-01
-4.724121e-06,-7.353125e-01
-4.716121e-06,-7.262500e-01
-4.708121e-06,-7.562500e-01
-4.700121e-06,-7.275000e-01
-4.692121e-06,-7.475000e-01
-4.684121e-06,-7.121875e-01
-4.676121e-06,-7.518750e-01
-4.668121e-06,-7.175000e-01
-4.660121e-06,-7.506250e-01
-4.652121e-06,-7.418750e-01
-4.644121e-06,-7.446875e-01
-4.636121e-06,-7.271875e-01
-4.628121e-06,-7.515625e-01
-4.620121e-06,-7.318750e-01
-4.612121e-06,-7.465625e-01
-4.604121e-06,-7.231250e-01
-4.596121e-06,-7.506250e-01
-4.588121e-06,-7.312500e-01
-4.580121e-06,-7.484375e-01
-4.572121e-06,-7.253125e-01
-4.564121e-06,-7.571875e-01
-4.556121e-06,-7.359375e-01
-4.548121e-06,-7.450000e-01
-4.540121e-06,-7.115625e-01
-4.532121e-06,-7.518750e-01
-4.524121e-06,-7.353125e-01
-4.516121e-06,-7.415625e-01
-4.508121e-06,-7.365625e-01
-4.500121e-06,-7.496875e-01
-4.492121e-06,-7.312500e-01
-4.484121e-06,-7.331250e-01
-4.476121e-06,-7.293750e-01
-4.468121e-06,-7.346875e-01
-4.460121e-06,-7.421875e-01
-4.452121e-06,-7.468750e-01
-4.444121e-06,-7.187500e-01
-4.436121e-06,-7.462500e-01
-4.428121e-06,-7.250000e-01
-4.420121e-06,-7.356250e-01
-4.412121e-06,-7.215625e-01
-4.404121e-06,-7.562500e-01
-4.396121e-06,-7.437500e-01
-4.388121e-06,-7.518750e-01
-4.380121e-06,-7.353125e-01
-4.372121e-06,-7.525000e-01
-4.364121e-06,-7.321875e-01
-4.356121e-06,-7.500000e-01
-4.348121e-06,-7.375000e-01
-4.340121e-06,-7.390625e-01
-4.332121e-06,-7.293750e-01
-4.324121e-06,-7.459375e-01
-4.316121e-06,-7.256250e-01
-4.308121e-06,-7.546875e-01
-4.300121e-06,-7.296875e-01
-4.292121e-06,-7.481250e-01
-4.284121e-06,-7.281250e-01
-4.276121e-06,-7.484375e-01
-4.268121e-06,-7.293750e-01
-4.260121e-06,-7.375000e-01
-4.252121e-06,-7.443750e-01
-4.244121e-06,-7.581250e-01
-4.236121e-06,-7.165625e-01
-4.228121e-06,-7.362500e-01
-4.220121e-06,-7.203125e-01
-4.212121e-06,-7.325000e-01
-4.204121e-06,-7.225000e-01
-4.196121e-06,-7.500000e-01
-4.188121e-06,-7.312500e-01
-4.180121e-06,-7.493750e-01
-4.172121e-06,-7.246875e-01
-4.164121e-06,-7.487500e-01
-4.156121e-06,-7.253125e-01
-4.148121e-06,-7.581250e-01
-4.140121e-06,-7.393750e-01
-4.132121e-06,-7.543750e-01
-4.124121e-06,-7.387500e-01
-4.116121e-06,-7.575000e-01
-4.108121e-06,-7.400000e-01
-4.100121e-06,-7.378125e-01
-4.092121e-06,-7.256250e-01
-4.084121e-06,-7.518750e-01
-4.076121e-06,-7.237500e-01
-4.068121e-06,-7.540625e-01
-4.060121e-06,-7.381250e-01
-4.052121e-06,-7.531250e-01
-4.044121e-06,-7.337500e-01
-4.036121e-06,-7.468750e-01
-4.028121e-06,-7.134375e-01
-4.020121e-06,-7.556250e-01
-4.012121e-06,-7.387500e-01
-4.004121e-06,-7.268750e-01
-3.996121e-06,-7.318750e-01
-3.988121e-06,-7.625000e-01
-3.980121e-06,-7.184375e-01
-3.972121e-06,-7.428125e-01
-3.964121e-06,-7.284375e-01
-3.956121e-06,-7.475000e-01
-3.948121e-06,-7.253125e-01
-3.940121e-06,-7.453125e-01
-3.932121e-06,-7.425000e-01
-3.924121e-06,-7.546875e-01
-3.916121e-06,-7.337500e-01
-3.908121e-06,-7.434375e-01
-3.900121e-06,-7.178125e-01
-3.892121e-06,-7.331250e-01
-3.884121e-06,-7.409375e-01
-3.876121e-06,-7.478125e-01
-3.868121e-06,-7.425000e-01
-3.860121e-06,-7.368750e-01
