Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.000000e-09
Record Length,1250
Zero Index,624.345156
Vertical Units,V

TIME,CH1
-4.994761e-06,-3.125000e-02
-4.986761e-06,5.000000e-03
-4.978761e-06,-3.875000e-02
-4.970761e-06,-1.250000e-03
-4.962761e-06,-7.500000e-03
-4.954761e-06,6.250000e-03
-4.946761e-06,-1.250000e-02
-4.938761e-06,2.000000e-02
-4.930761e-06,-8.750000e-03
-4.922761e-06,0.000000e+00
-4.914761e-06,-1.750000e-02
-4.906761e-06,2.625000e-02
-4.898761e-06,-1.875000e-02
-4.890761e-06,0.000000e+00
-4.882761e-06,-5.000000e-03
-4.874761e-06,1.125000e-02
-4.866761e-06,-8.750000e-03
-4.858761e-06,-6.250000e-03
-4.850761e-06,-3.750000e-02
-4.842761e-06,8.750000e-03
-4.834761e-06,-2.375000e-02
-4.826761e-06,1.375000e-02
-4.818761e-06,-2.125000e-02
-4.810761e-06,1.500000e-02
-4.802761e-06,-2.375000e-02
-4.794761e-06,-5.000000e-03
-4.786761e-06,2.500000e-03
-4.778761e-06,1.000000e-02
-4.770761e-06,-2.125000e-02
-4.762761e-06,3.375000e-02
-4.754761e-06,-1.250000e-03
-4.746761e-06,0.000000e+00
-4.738761e-06,-7.500000e-03
-4.730761e-06,7.500000e-03
-4.722761e-06,8.750000e-03
-4.714761e-06,1.000000e-02
-4.706761e-06,1.250000e-03
-4.698761e-06,3.750000e-02
-4.690761e-06,1.875000e-02
-4.682761e-06,1.750000e-02
-4.674761e-06,-2.375000e-02
-4.666761e-06,2.375000e-02
-4.658761e-06,-4.625000e-02
-4.650761e-06,0.000000e+00
-4.642761e-06,-1.625000e-02
-4.634761e-06,2.500000e-03
-4.626761e-06,8.750000e-03
-4.618761e-06,3.750000e-03
-4.610761e-06,-1.250000e-02
-4.602761e-06,-7.500000e-03
-4.594761e-06,-2.875000e-02
-4.586761e-06,1.625000e-02
-4.578761e-06,-7.500000e-03
-4.570761e-06,2.125000e-02
-4.562761e-06,-1.250000e-02
-4.554761e-06,2.500000e-03
-4.546761e-06,-3.250000e-02
-4.538761e-06,-2.500000e-03
-4.530761e-06,-1.250000e-02
-4.522761e-06,1.625000e-02
-4.514761e-06,-1.625000e-02
-4.506761e-06,1.375000e-02
-4.498761e-06,-3.625000e-02
-4.490761e-06,2.375000e-02
-4.482761e-06,-2.500000e-03
-4.474761e-06,6.250000e-03
-4.466761e-06,-1.125000e-02
-4.458761e-06,1.500000e-02
-4.450761e-06,-2.500000e-02
-4.442761e-06,2.750000e-02
-4.434761e-06,-1.000000e-02
-4.426761e-06,-7.500000e-03
-4.418761e-06,-3.750000e-02
-4.410761e-06,1.125000e-02
-4.402761e-06,-2.750000e-02
-4.394761e-06,5.000000e-03
-4.386761e-06,-1.500000e-02
-4.378761e-06,1.125000e-02
-4.370761e-06,-3.750000e-02
-4.362761e-06,8.750000e-03
-4.354761e-06,-2.250000e-02
-4.346761e-06,1.750000e-02
-4.338761e-06,-4.000000e-02
-4.330761e-06,1.500000e-02
-4.322761e-06,-5.000000e-03
-4.314761e-06,2.000000e-02
-4.306761e-06,-3.375000e-02
-4.298761e-06,8.750000e-03
-4.290761e-06,-3.750000e-02
-4.282761e-06,1.250000e-02
-4.274761e-06,-3.125000e-02
-4.266761e-06,8.750000e-03
-4.258761e-06,-1.500000e-02
-4.250761e-06,2.250000e-02
-4.242761e-06,-2.000000e-02
-4.234761e-06,3.750000e-03
-4.226761e-06,-1.000000e-02
-4.218761e-06,1.625000e-02
-4.210761e-06,-3.250000e-02
-4.202761e-06,-6.250000e-03
-4.194761e-06,-1.125000e-02
-4.186761e-06,1.250000e-03
-4.178761e-06,-1.500000e-02
-4.170761e-06,-1.250000e-03
-4.162761e-06,0.000000e+00
-4.154761e-06,5.000000e-03
-4.146761e-06,-3.375000e-02
-4.138761e-06,3.625000e-02
-4.130761e-06,-2.000000e-02
-4.122761e-06,1.125000e-02
-4.114761e-06,-1.500000e-02
-4.106761e-06,1.000000e-02
-4.098761e-06,-2.250000e-02
-4.090761e-06,1.500000e-02
-4.082761e-06,-2.500000e-03
-4.074761e-06,2.250000e-02
-4.066761e-06,-1.125000e-02
-4.058761e-06,2.000000e-02
-4.050761e-06,1.750000e-02
-4.042761e-06,1.375000e-02
-4.034761e-06,-1.875000e-02
-4.026761e-06,1.625000e-02
-4.018761e-06,-4.000000e-02
-4.010761e-06,1.000000e-02
-4.002761e-06,-1.375000e-02
-3.994761e-06,2.500000e-03
-3.986761e-06,0.000000e+00
-3.978761e-06,2.500000e-02
-3.970761e-06,-3.750000e-03
-3.962761e-06,1.250000e-03
-3.954761e-06,-5.000000e-03
-3.946761e-06,1.750000e-02
-3.938761e-06,-2.625000e-02
-3.930761e-06,1.500000e-02
-3.922761e-06,-2.000000e-02
-3.914761e-06,2.125000e-02
-3.906761e-06,-6.250000e-03
-3.898761e-06,5.000000e-03
-3.890761e-06,-1.875000e-02
-3.882761e-06,1.125000e-02
-3.874761e-06,-2.750000e-02
-3.866761e-06,5.000000e-03
-3.858761e-06,-2.750000e-02
-3.850761e-06,1.875000e-02
-3.842761e-06,-2.750000e-02
-3.834761e-06,2.250000e-02
-3.826761e-06,-1.875000e-02
