Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.000000e-09
Record Length,1250
Zero Index,624.960156
Vertical Units,V

TIME,CH1
-4.999681e-06,1.000000e-02
-4.991681e-06,-2.375000e-02
-4.983681e-06,1.625000e-02
-4.975681e-06,-1.625000e-02
-4.967681e-06,2.000000e-02
-4.959681e-06,-1.625000e-02
-4.951681e-06,7.500000e-03
-4.943681e-06,-3.375000e-02
-4.935681e-06,2.500000e-02
-4.927681e-06,-3.000000e-02
-4.919681e-06,1.375000e-02
-4.911681e-06,0.000000e+00
-4.903681e-06,-1.375000e-02
-4.895681e-06,-6.250000e-03
-4.887681e-06,1.500000e-02
-4.879681e-06,-1.875000e-02
-4.871681e-06,2.875000e-02
-4.863681e-06,-1.750000e-02
-4.855681e-06,1.000000e-02
-4.847681e-06,6.250000e-03
-4.839681e-06,1.250000e-03
-4.831681e-06,-2.500000e-03
-4.823681e-06,2.625000e-02
-4.815681e-06,-3.250000e-02
-4.807681e-06,1.500000e-02
-4.799681e-06,5.000000e-03
-4.791681e-06,3.500000e-02
-4.783681e-06,1.250000e-03
-4.775681e-06,1.250000e-02
-4.767681e-06,-1.500000e-02
-4.759681e-06,3.375000e-02
-4.751681e-06,-1.750000e-02
-4.743681e-06,2.125000e-02
-4.735681e-06,1.750000e-02
-4.727681e-06,-1.250000e-03
-4.719681e-06,1.250000e-03
-4.711681e-06,3.000000e-02
-4.703681e-06,-5.000000e-03
-4.695681e-06,2.750000e-02
-4.687681e-06,-3.250000e-02
-4.679681e-06,-1.125000e-02
-4.671681e-06,-1.250000e-02
-4.663681e-06,2.375000e-02
-4.655681e-06,-1.250000e-02
-4.647681e-06,0.000000e+00
-4.639681e-06,-1.625000e-02
-4.631681e-06,1.000000e-02
-4.623681e-06,-3.750000e-03
-4.615681e-06,1.625000e-02
-4.607681e-06,1.750000e-02
-4.599681e-06,1.000000e-02
-4.591681e-06,-6.250000e-03
-4.583681e-06,7.500000e-03
-4.575681e-06,-1.625000e-02
-4.567681e-06,8.750000e-03
-4.559681e-06,-1.500000e-02
-4.551681e-06,1.750000e-02
-4.543681e-06,-1.875000e-02
-4.535681e-06,2.625000e-02
-4.527681e-06,-6.250000e-03
-4.519681e-06,2.000000e-02
-4.511681e-06,-6.250000e-03
-4.503681e-06,-6.250000e-03
-4.495681e-06,-3.625000e-02
-4.487681e-06,1.750000e-02
-4.479681e-06,-8.750000e-03
-4.471681e-06,1.375000e-02
-4.463681e-06,-3.000000e-02
-4.455681e-06,5.000000e-03
-4.447681e-06,3.750000e-03
-4.439681e-06,-2.125000e-02
-4.431681e-06,-2.250000e-02
-4.423681e-06,8.750000e-03
-4.415681e-06,3.750000e-03
-4.407681e-06,2.125000e-02
-4.399681e-06,-2.500000e-02
-4.391681e-06,-3.250000e-02
-4.383681e-06,-6.250000e-03
-4.375681e-06,1.125000e-02
-4.367681e-06,-1.375000e-02
-4.359681e-06,1.250000e-03
-4.351681e-06,6.250000e-03
-4.343681e-06,1.500000e-02
-4.335681e-06,3.750000e-03
-4.327681e-06,1.625000e-02
-4.319681e-06,5.000000e-03
-4.311681e-06,7.500000e-03
-4.303681e-06,-1.250000e-02
-4.295681e-06,1.250000e-03
-4.287681e-06,-1.625000e-02
-4.279681e-06,4.250000e-02
-4.271681e-06,-7.500000e-03
-4.263681e-06,2.500000e-03
-4.255681e-06,-1.750000e-02
-4.247681e-06,2.125000e-02
-4.239681e-06,-1.125000e-02
-4.231681e-06,6.250000e-03
-4.223681e-06,-1.500000e-02
-4.215681e-06,1.625000e-02
-4.207681e-06,2.500000e-03
-4.199681e-06,-1.250000e-03
-4.191681e-06,6.250000e-03
-4.183681e-06,8.750000e-03
-4.175681e-06,-2.750000e-02
-4.167681e-06,6.250000e-03
-4.159681e-06,-2.250000e-02
-4.151681e-06,1.750000e-02
-4.143681e-06,-1.500000e-02
-4.135681e-06,6.250000e-03
-4.127681e-06,-1.250000e-02
-4.119681e-06,2.000000e-02
-4.111681e-06,-1.250000e-02
-4.103681e-06,1.125000e-02
-4.095681e-06,2.500000e-03
-4.087681e-06,-5.000000e-03
-4.079681e-06,-1.125000e-02
-4.071681e-06,1.125000e-02
-4.063681e-06,-1.500000e-02
-4.055681e-06,8.750000e-03
-4.047681e-06,-1.875000e-02
-4.039681e-06,-2.500000e-03
-4.031681e-06,-1.375000e-02
-4.023681e-06,3.375000e-02
-4.015681e-06,-1.500000e-02
-4.007681e-06,5.000000e-03
-3.999681e-06,-2.125000e-02
-3.991681e-06,2.125000e-02
-3.983681e-06,-1.625000e-02
-3.975681e-06,6.250000e-03
-3.967681e-06,2.500000e-03
-3.959681e-06,3.375000e-02
-3.951681e-06,-1.250000e-03
-3.943681e-06,3.125000e-02
-3.935681e-06,-8.750000e-03
-3.927681e-06,1.125000e-02
-3.919681e-06,-2.000000e-02
-3.911681e-06,2.250000e-02
-3.903681e-06,-1.750000e-02
-3.895681e-06,3.375000e-02
-3.887681e-06,-2.500000e-03
-3.879681e-06,3.000000e-02
-3.871681e-06,-3.500000e-02
-3.863681e-06,1.500000e-02
-3.855681e-06,-1.375000e-02
-3.847681e-06,2.500000e-03
-3.839681e-06,-1.125000e-02
-3.831681e-06,2.500000e-02
