Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.000000e-09
Record Length,1250
Zero Index,624.600000
Vertical Units,V

TIME,CH1
-4.996800e-06,-3.500000e-02
-4.988800e-06,-5.000000e-03
-4.980800e-06,7.500000e-03
-4.972800e-06,5.000000e-03
-4.964800e-06,6.250000e-03
-4.956800e-06,1.000000e-02
-4.948800e-06,-5.000000e-03
-4.940800e-06,0.000000e+00
-4.932800e-06,-8.750000e-03
-4.924800e-06,1.250000e-02
-4.916800e-06,-3.125000e-02
-4.908800e-06,3.500000e-02
-4.900800e-06,-8.750000e-03
-4.892800e-06,7.500000e-03
-4.884800e-06,-2.875000e-02
-4.876800e-06,6.250000e-03
-4.868800e-06,-2.000000e-02
-4.860800e-06,1.250000e-02
-4.852800e-06,0.000000e+00
-4.844800e-06,3.125000e-02
-4.836800e-06,-1.875000e-02
-4.828800e-06,6.250000e-03
-4.820800e-06,-2.125000e-02
-4.812800e-06,2.500000e-02
-4.804800e-06,-2.125000e-02
-4.796800e-06,1.750000e-02
-4.788800e-06,8.750000e-03
-4.780800e-06,1.750000e-02
-4.772800e-06,-2.375000e-02
-4.764800e-06,5.000000e-03
-4.756800e-06,-6.250000e-03
-4.748800e-06,2.750000e-02
-4.740800e-06,-6.250000e-03
-4.732800e-06,1.125000e-02
-4.724800e-06,-1.500000e-02
-4.716800e-06,1.250000e-02
-4.708800e-06,0.000000e+00
-4.700800e-06,2.375000e-02
-4.692800e-06,-7.500000e-03
-4.684800e-06,-1.250000e-03
-4.676800e-06,-3.000000e-02
-4.668800e-06,3.000000e-02
-4.660800e-06,-1.500000e-02
-4.652800e-06,1.000000e-02
-4.644800e-06,-2.125000e-02
-4.636800e-06,-1.250000e-03
-4.628800e-06,-2.500000e-02
-4.620800e-06,1.125000e-02
-4.612800e-06,-3.750000e-02
-4.604800e-06,1.875000e-02
-4.596800e-06,2.500000e-03
-4.588800e-06,2.125000e-02
-4.580800e-06,-2.000000e-02
-4.572800e-06,7.500000e-03
-4.564800e-06,-2.875000e-02
-4.556800e-06,8.750000e-03
-4.548800e-06,-1.250000e-02
-4.540800e-06,3.750000e-03
-4.532800e-06,-2.250000e-02
-4.524800e-06,3.250000e-02
-4.516800e-06,-1.125000e-02
-4.508800e-06,6.250000e-03
-4.500800e-06,-1.625000e-02
-4.492800e-06,2.500000e-02
-4.484800e-06,-2.000000e-02
-4.476800e-06,7.500000e-03
-4.468800e-06,1.250000e-03
-4.460800e-06,1.875000e-02
-4.452800e-06,-1.375000e-02
-4.444800e-06,3.750000e-03
-4.436800e-06,-1.000000e-02
-4.428800e-06,1.500000e-02
-4.420800e-06,-1.375000e-02
-4.412800e-06,-5.000000e-03
-4.404800e-06,2.500000e-03
-4.396800e-06,4.125000e-02
-4.388800e-06,-1.250000e-03
-4.380800e-06,3.750000e-03
-4.372800e-06,-1.250000e-02
-4.364800e-06,-2.500000e-03
-4.356800e-06,-3.000000e-02
-4.348800e-06,7.500000e-03
-4.340800e-06,3.750000e-03
-4.332800e-06,6.250000e-03
-4.324800e-06,-1.250000e-03
-4.316800e-06,-2.500000e-03
-4.308800e-06,1.250000e-03
-4.300800e-06,1.250000e-02
-4.292800e-06,-2.875000e-02
-4.284800e-06,1.375000e-02
-4.276800e-06,-1.625000e-02
-4.268800e-06,1.250000e-02
-4.260800e-06,-6.250000e-03
-4.252800e-06,1.000000e-02
-4.244800e-06,-7.500000e-03
-4.236800e-06,5.000000e-03
-4.228800e-06,-1.625000e-02
-4.220800e-06,7.500000e-03
-4.212800e-06,1.000000e-02
-4.204800e-06,2.500000e-03
-4.196800e-06,-2.250000e-02
-4.188800e-06,2.000000e-02
-4.180800e-06,-1.125000e-02
-4.172800e-06,-2.250000e-02
-4.164800e-06,-3.250000e-02
-4.156800e-06,2.125000e-02
-4.148800e-06,-3.625000e-02
-4.140800e-06,1.250000e-02
-4.132800e-06,3.125000e-02
-4.124800e-06,3.750000e-03
-4.116800e-06,-1.625000e-02
-4.108800e-06,1.250000e-03
-4.100800e-06,-2.250000e-02
-4.092800e-06,2.000000e-02
-4.084800e-06,-5.000000e-03
-4.076800e-06,1.500000e-02
-4.068800e-06,0.000000e+00
-4.060800e-06,3.625000e-02
-4.052800e-06,-1.250000e-02
-4.044800e-06,2.250000e-02
-4.036800e-06,-2.375000e-02
-4.028800e-06,2.125000e-02
-4.020800e-06,-2.500000e-02
-4.012800e-06,0.000000e+00
-4.004800e-06,-1.000000e-02
-3.996800e-06,2.000000e-02
-3.988800e-06,-1.250000e-03
-3.980800e-06,3.750000e-03
-3.972800e-06,-3.875000e-02
-3.964800e-06,8.750000e-03
-3.956800e-06,-1.750000e-02
-3.948800e-06,3.250000e-02
-3.940800e-06,-8.750000e-03
-3.932800e-06,1.625000e-02
-3.924800e-06,-1.250000e-02
-3.916800e-06,1.375000e-02
-3.908800e-06,-1.875000e-02
-3.900800e-06,2.750000e-02
-3.892800e-06,-1.875000e-02
-3.884800e-06,1.875000e-02
-3.876800e-06,-2.000000e-02
-3.868800e-06,6.250000e-03
-3.860800e-06,-1.250000e-03
-3.852800e-06,-1.375000e-02
-3.844800e-06,-1.250000e-02
-3.836800e-06,7.500000e-03
-3.828800e-06,-1.250000e-02
